review,sentiment
well made documentary focusing two sudanese refugee get resettled united state basic fish water story non fiction twist found fascinating see peter santino lived prior coming america adapted arrived houston texas expected sort heaven found lot harder look cope well state go hopeful idealist somewhat realistic skeptic everywhere go meet bureaucrat paper trail citizen may take granted fret blacker african american feel accepted one lost boy manages leave houston go olathe kansa find condition slightly better still le ideal people try help well try hurt film shown talked put gun head robbed leading one lost boy comment negatively black people america good found interesting arrived houston august month world trade center attacked terrorist hoped see reaction tragedy mentioned still really well done documentary narration none needed really lost boy fine job expounding event going around without help thank much,1
oh blockbuster movie simply stick selling point everyone cinema young old see talking animal make joke whilst happy lost space came two killer blow plot sentiment really cared happened tiger whether eddie murphy made daughter sure,0
disney bill paxton fine job conveying story based fact like game golf appreciate story one man struggle overcome odds could based sport simply situation involves competition though one happens related golf problem story would liked see bit deeper main character esp mr ouimet mr francis ouimet typical young man time turn century america class line well delineated woe anyone deigns try rise class standing bit historical research biggest question indeed answered satisfaction although circumstance bit different portrayed film came away feeling content thoroughly enjoyed movie believe,1
one funniest romantic musical movie ever definitely worth renting buying especially taste older style cinematography br br animal song alone make smile watching movie definite must madonna fan,1
earth become dear ramu man made sarkar satya comapny refuse believe aag ramu ambitious project clearly jumped high cliff ascended giving industry greatest work time movie made fall like brick cringing leave theater forced sit able take car parking lot others also left else nothing would made sit beyond interval br br movie nowhere close sholay even come near within mile believe ramu surely love godfather sholay since sarkar classic piece work read ramu interview couple day back interviewer said ramu sleep hour day stretch completely agree lack sleep probably taken toll movie br br power performance amitabh bachchan even look scary looked terrifying poster wallpaper saw earlier ramu favorite nisha kothari fantastic job sarkar many dialog fact none remember clearly opened mouth movie found place history new guy playing jai role seems brash look manage jai role cant go im sorry pain big manage right br br promised throughout movie watch original sholay see still br br bottom line horrible movie medium critic going cook ramu goose remind reader one biggest ramu fan even cant spare act,0
decide watch wild rebel expect anything deep meaningful looking film explores relationship structure motorcycle gang wild rebel wrong movie looking expose breakdown american educational system problem juvenile delinquency wild rebel wrong movie looking movie examines undermanned rural police department facing well financed well organized gang wild rebel wrong movie looking absurd movie filled scene scene unintentional humor horrendous acting paper thin plot community theater style production value wild rebel right movie br br wild rebel story luck stock car driver named rod tillman steve alaimo fiery crash rod walk away completely unscathed despite cotton pant london fog style jacket protection rod decides give plan future wander aimless back road south stumble satan angel motorcycle gang gang three stupidest guy ever zip leather jacket woman seem share group hoodlum spends time terrorizing rural town florida committing atrocity stealing newspaper neighbor mailbox bumbling idiot need someone act driver larger crime planned apparently three einstein drive vehicle two tire four recruit rod perform feat daring experienced stunt driver would capable like keeping car middle gravel road low speed chase eventually hold bank get aforementioned low speed chase lamest gun battle police ever put film could go forever get idea br br hate term bad good seems aptly describe wild rebel,0
go many heist comedy might care one actor made first saw year later almost similar happening even though obviously much le serious comedy one mafia figure take kidnapping rather turn different direction altogether course raquel welch play kind sharp character faye dunaway happening make sexist film either practically playing stock character almost version moll completely biased among first film ever saw time saw turn around without seeing poster luckily think robert wagner really right neither thoroughly likable dis likable leader group edward g robinson naturally vittoria de sica godfrey cambridge actor always managed funny,1
first time window opportunity see forgotten classic back early one art house revival watched fever dream exercise sexuality thought yowza got away murder europe back day unfortunately film heavily cut original u release blue nosed hayes office staunch government censorship board started holier thou bible thumper hayes former post office official believe due overall theme human sexuality heaven forbid human actually sex plot ecstasy concern young woman played hedy lamarr marries much older man later regret lamarr meet handsome younger man affair resulting divorce previous husband another hollywood movie back divorce despite fact film produced probably director first time working sound format e film seems posse technique used mostly silent film e expressionism still worth searching window early european talking picture along luis bunuel l age dor karl gustav dryer vampyre rated contains infamous nude swimming scene thinly veiled sexual reference would fare little pg today standard would easily landed dreaded x back existed,1
tricky thing play queen one hand actress majestic imperious show vulnerability tough situation well gathering courage resolution overcome odds since almost movie queen basic plot line br br emily blunt quite radiant victoria full performance like blame help feel like mill boon novel adaptation compared darker dramatic movie another young queen elizabeth hence blunt get run gamut queenly emotion least full extent since know young victoria see old victoria check mr brown br br jean marc vallee interesting choice director movie last c r z excellent propelled fame quite different movie remember looking gorgeous probably main similarity two movie vallee wrote c r z one julian fellowes though really enjoyed gosford park story movie much le interesting soon got lost governmental politics maybe le engaging potential beheading monarchy saying,1
shakespeare fan appreciate ken branagh done bring shakespeare back new generation viewer however movie fall short conveying overall intention play ridiculous musical sequence add alicia silverstone stumbling dialogue reminiscent keanu reef much ado nothing poorly cast role equal excruciating endurance viewing,0
waterdance main character waterdance played eric stoltz find rehab center others similarly injured must face harsh new life confined wheelchair interesting promising premise unfortunately fails deploy ensues instead largely hollywood schmaltz interesting moment certainly cast eric stoltz william forsythe wesley snipe et al brilliant perform well one would expect talent wasted character mainly stereotype one kind another thoroughly unlikeable snipe character exception suppose kind attempt break people idea handicapped crippled weak depicting part face prick make entirely annoying experience admittedly show something permanent disability go way softened romanticized useful good idea process depicted make one difficult person get along worth dealing part parcel character must varying degree despicable disneyfied either surely middle ground somewhere film conclusion eric stoltz character come accept status handicapped person since flaming narcissistic monster beginning film end care le br br addition character problem film suffers weird syndrome many hollywood movie suffer syndrome really official name might call inexplicable forgiveness syndrome go something like character abuse crap without much apology forgiven especially obnoxious example movie breakfast club one character spends film verbally bullying everybody within earshot result love one latest example spiderman supervillain sandman lay waste chunk manhattan wail spiderman seems like monotonous minute waved amount bye egregious example ifs waterdance sequence called n word william forsythe racist biker character friend previous scene wesley snipe character whoop forsythe character next scene nothing happened short time hence without much oh yeah sorry business back know called n word make wonder people actually watch movie release film eye closed kind slap together editing room according scene number call day work,0
poor film must give lead actress one francine forbes appeared acting least personally thought kind cute bad appears one film database besides film filled laughable gore fakey death scene people get stabbed gush like gallon blood like watch poor horror film recommend one highly,0
film version sandra bernhard one woman broadway show gaspingly pretentious sandra spoof lounge act superstar sense irony fitfully interesting fitfully funny fan say scathingly honest may true also shrill unapologetic face bravado well suited film genre want make nice certainly make friend always going rub lot people wrong way even meet halfway material seriously lacking filmmaker nicolas roeg served executive producer though directed film chilly detached signature style bernhard co wrote show director john boskovich oddest touch sandra house audience looking completely bored feeling many real viewer likely share,0
read biography lincoln maybe accurate portrayal br br maybe used equally alienating unrealistic worshiping portrayal unnaturally deify lincoln brilliant honorable savior country br br would make movie representing lincoln buffoon henry fonda made excellent lincoln portrayal aw shuck simple guy seemed little insulting br br granted bushie jr whole campaign make u think regular guy care rich privileged moron whole story br br film show lincoln sort simple almost simple minded kind guy film state lincoln sort got law accident even interested law falsely simplistic idea law right wrong film good defense attorney lounge around foot table make fun witness outcome mostly determined chance luck br br furthermore partly financed republican reaction play sponsored democrat come partly sentiment time film unfortunately religious racist conservative br br waste time film,0
second film interesting previous one except suspense know going going happen even hinted screen pleasure come way various trick happen succession know dynamite car lose wheel car crash speak car happens detail particular discover film may baited dumb woman obvious come know already seen know dragged trap going get must discover worry get main trafficker another story speed boat match busy beaver river also know going wounded know bullet proof jacket day true recently discovered gi kind equipment iraq meaning film insistence hunting trafficker blindness see prohibition creates problem film constant perfect illustration value ever stand way moralistic crusade force evil simply legalize good properly observed surveillance something illegal pushed way le fun use forbidden restricted attractive br br dr jacques coulardeau university paris dauphine university paris pantheon sorbonne university versailles saint quentin en yvelines,1
saw one stage performance denver never le impressed word vagina say body part nothing shocking could say doctor left arm hurting bit tennis vagina hurt cycling equal social commentary could tricep monologue entertainment radical comment heard monologue dull delivered drama topic outdated alternately bored annoyed think laughed apparently supposed surely really hit oh spoiler lesbian oh wait maybe come think inappropriate fondling crack mama cover,0
first watched show cartoon network found uninteresting read lot good message show decided watch show boring episode predictable show logic hypersmart girl going school sometimes stupid thing episode start monster attacking townswille mayor real fool funny stupid imagine became mayor professor yes supposed smartest person show actually even found difference monster brother narrator comment also make show boring also similar line beginning episode ending also animation strange everything except main hero shown ugly way also every epsode show giving life lesson mean oriented little child look closer see lot violence even blood battle,0
movie george c scott best bernard hughes best diana rigg pithy course paddy chaevsky writing masterpiece warp also brief snippet future biggies like susan sarandon stockard channing etc one scene line necessarily spot fifth sixth time watching nancy marchand young middle age nurse supervisor also superb well practically every face hollywood br br one movie get better time see watch surprise scene ala wait dark one movie ever bought dvd superb,1
normally glutton poor movie thing stunk br br watch movie br br terrible effect little humour hell point making movie gore speak acting speak br br could manage minute rat dropping movie rare br br something positive say drivel cover art ok pretty sure movie ending even tho make br br rat unorganized blew line constantly lacked intensity seemed going pace paycheque actor worse,0
ya know idea everybody else teenage life reflect folk knew hung around let alone case wondering pristine clean cut pat boone type teen ever thing br br look saying teenager easy better well actually best teen movie time fast time ridgemont high kid knew realistic got back maybe br br crap low rent version fast time even much moment enough recommend even claim teen back relate lead girl girl nothing please really wanted keep virginity would case film would made pure crap bad staple left behind time capsule cinema teen young adult early,0
huge die hard monkey island fan fugured one would terrible since ron gilbert make boy surprised although still good first two comedy wanted little nervous new graphic new scumm engine fact cd came together interesting finally hear voice favorite character especially enjoyed sword fighting returned whole story finding big uncursed ring incredible go ahead try two cd adventure rejoice monkey island escape monkey island coming really really soon fall,1
hilarious insightful perspective dating world portrayed beat comedy first time writer director peter cohen story unfolds four male protagonist meet weekly local diner confer dating woe meet brad good looking wall street playboy quick wit sharp tongue zeek cynical sensitive writer jonathan sexually perplexed nice guy affinity hand cream masturbation eric married guy cherishes weekly encounter single friend hope enlightenment boring banal married existence trial tribulation men single life new york amusingly expressed mirroring sex city hbo new comedy mind married man bring astute light scamming story take twist three singleton meet mia wittily played amanda peet fall seduces uncanny ability conform personality exhibit come realize met fallen love woman chose friendship whipped realistic portrayal dating world one critic failed recognize plain language missed point protagonist caricature real people exaggeration hysterical mixing satire humility taken seriously critic disparagement suggests see movie laugh start finish,1
oh awfully movie know horror film drama cause story genre established well story moving slow boring sleepy beginning end movie really bore really liked camera work authentic fresh clear acting great little boy great performer movie made jump seat movie make grab pillow lay bed sleep credit roll br br boring worth watching tell movie sucked br br,0
italian horror lover seem hate movie since connection first two demon film demon iii title one would assume would problem film never intended part demon series distributor demon iii original title ogre cash film popularity new american dvd release picture title demon iii ogre box art film say ogre know past release title demon iii actual film new release seems little white lie get past demon iii title might enjoyment ogre start creep intro stay pretty creep throughout gore film movie slowly still dug expect like demon film give ogre italian fan try,1
film excuse show people dancing good even dancing slow half entertaining mediocre dirty dancing let alone good dance movie br br love story musical drama comedy movie bit movie fails everything attempt film turn even meaningless film progress br br acting terrible side screenplay definitely trying tell u something relationship fails miserably br br watch moment patrick stewart enters scene think film might get better brightens dull atmosphere second,0
shot heart wonderful brilliantly illustrates plight gary gimore convicted murder requested death shot heart show ordeal gilmore family torn hatred went movie incredible psychological study wonderfully depressing uplifting,1
mess referring destruction title could go hackneyed plot lousy effect actually notable cast grimacing deliver worst line career etc say palm tree chicago last time checked leave br br hmmm need ten line get posted imdb ok well think dvd release outtake could interesting maybe dennehy reveal favor got called appear thing maybe dianne weist show u bag money must taken get involved maybe cbs exec apologize,0
time left foot little movie could hugely popular everyone applauded fact small independent film could make way oscar br br since movie like left foot dime dozen might hard retrospect understand fuss certainly well made competent film clear bulk success rest shoulder daniel day lewis immerses role cristy brown man living cerebral palsy day lewis pull bit stunt acting dustin hoffman oscar year playing man autism rain man academy followed suit giving day lewis honor br br thing really separating film big budget hollywood production budget every way formulaic standard product say good movie masterpiece br br grade,1
jack sawyer sayid swim boat find completely wasted desmond traumatic past experience sailing island disclosed flashback sayid plot plan jack surprise others case michael double crossing group john locke convinces desmond invade hatch protected mr eko press button computer see happen br br episode one best second season unfortunately lover lost see lack respect producer stunning series fan usa air date episode may therefore along period fan wait third season suspenseful situation jack group surrounded others finding truth michael death ana lucia libby john locked inside hatch without intention pushing button mr eko despair outside hatch hope fate lost better angel disappointing conclusion lack conclusion five season vote ten br br title brazil available,1
watch film horror heart mother also crack head like michelle wondering michelle time find mother place scared scared leave see michelle act like made wonder sleeping time watched hope never bad mom want know matt tracy tear as worst scene watching tracy shoot old navy dressing room u never try clothes look like except michelle aid know get update,1
watched last night first time year bad really bad enough hilariously awful moment worth watching first deliberate make boy babysat completely effeminate even say costello la mae west fascinate costello double take god know would happened babysitter hunk kid would seduced heartbeat principal male dancer totally inept roar laughter leap prance talent whatsoever giant grave never looked better life two romantic lead zero waste abbott get sing one line dubbed another singer geez guess even carry tune costello manage charming fear nothing number guess small child might like much recommend oh seductive effeminate boy aspect alone blew away plus fact family accepted anyone street reference babysit child today little femmy boy would taken away,0
film opened back legend met massive jeering disdain widely considered failure vividly remember ebert giving one star supposedly booed cannes br br apparently people understand movie hard comprehend since esoteric dark layered way still astound reading many review find even viewing year many element film previously glossed even without understanding much psychological underpinnings story still cracking suspenser even take escalating paranoia persecution overtakes polanski title character like tsunami wave course two hour running time br br examining source material excellent novella underrated novelist roland topor uncovers intriguing layer polanski trekovsky milquetoast highest order though seems first yet another mild everyday soul one gradually realizes one people seems aimlessly drift life letting direct seems strong feeling like dislike find gently pushed way never seems get bent shape regardless vague sort wishy washy ness noticeable novel movie hint early film br br making play apartment woman one mademouiselle choule hospital recovering recent suicide attempt appears daring thing attempted even effectively haggling price deposit bargain soon find however paying good thing way care find center maelstrom created building full neurotic control freak hypersensitive even slightest sign human life footstep night knock door br br instead taking stand though trelkovsky becomes increasingly alienated situation overtaken paranoia sense persecution becomes obsessed choule imagining like dressing like etc personality rapidly begin wiped away insanity br br anyone ever doubted polanski fearlessness artist well advised see film trademark black humor prominently sometimes embarrassingly display god bless make butt tour de force performance one richest riskiest gothic horror movie ever made people seen true crime,1
switched cable whim treated quite surprise although predictable film turned quite enjoyable big star well directed plain fun hyped crap nice get unexpected surprise little film fit bill nicely,1
interesting idea involving alternative dimension inside hospital recalled stephen king langoliers kingdom hospital old twilight zone episode atmospherically strong set great also clever time loop moment always head melt appeal story plenty vague reference led believe ensuing weirdness time slip ghost weird bat winged demon rather silly heavy metal attired ghoul thing would explained dark floor severely let based viewing movie give explanation behind event whilst ambiguity always expected welcome kind film dark floor took new height vagueness expect thing wrapped pretty ribbon neither left feeling huh dose maybe hit chapter skip mistake dark floor left deeply unsatisfying suspicion dream shame last reel much board enjoying movie,0
want cynical pedantic could point opening raf lancaster bomber mortally wounded nd may somewhat unlikely since german air defence lively adolph hitler day movie viewed cynical audience guess character killed literally last hour war add poignancy fact survived second world war fully appreciate intellect beauty soul powell pressburger masterpiece scene heaven painfully twee viewed today view movie context made raf bomber command lost men war number america lost nam shorter period far far smaller pool active combatant atheist fox hole doubt lost relative conflict view material atheism sensible thing richar attenborough young pilot look awe sight many war hero must openly wept scene remembered much missed comrade survive war also bare mind despite losing several million people seems people germany passing pearly gate obvious nazi go heaven br br plot dashing young pilot peter carter arguing life front celestial court much appeal subtext see matter life death highly political visionary film lament end british empire replaced american ambition little thing show film made people aware american history culture one ethnic mix america even today many briton think usa overwhelmingly composed white anglo saxon protestant fact american white european film rightly contains scene multitude different race confess american peter judged abraham farlan anglophobe first revolutionary killed british force american war independence special relationship britain america special relationship powell pressburger know history come britain america obviously know future br br remember watch movie mind past mind present strange beautiful poignant clever film would never ever work made last year imagine story set revolved around british soldier killed iraq,1
every time watch show want turn curse maker wasting time week week dialog monologue rather everybody rant endlessly nothing becoming tedious example episode watched yesterday began seemingly unending rambling particular dish forgot pasta meatball perhaps always manages turn gilmore family dinner war second br br seems every time lot line absolutely zero content script use must enormous br br every something happens babbling stop suddenly wonderful silent emotional moment example week lorelai breakdown estate agent thought best piece tv seen long br br almost make everything worthwhile,1
everything film terrible start film pretty good cast find impossible make great cast biggest disaster gangster film genre ever sound track like one bad slap stick comedy music whole film started get quite irritating br br please please please please please inflict disaster hurt,0
still read single dan brown book watched movie adaptation fall game rate one previous scope really actually one thriller race time filled puzzle br br plot twisted imaginative cast excellent never great fan hank delivers well noticed jean shirt one spilled blood search one like vain italian searcher brilliant newcomer really applauded ewan macgregor portrayal inner faith calm really impressive br br really like debate science religion action taking place vatican felt like vacation last sure help add new convert christianism gold man presence displayed one would ask charity mean woman dismissed church life whereas stand half believer,1
gender bender sex thing bit x file episode interesting premise good story ending wanting gender bender also x file debut actor nicholas lea better known alex krycek episode play michael man attacked one kindred need see episode see nic lea le spectacular beginning interesting thing kindred power seduction marty victim become turned onto however andrew seduces scully disoriented groggy become attracted andrew maybe marty experience andrew episode reminds would sometimes miserable film british columbia throughout episode wet soggy muddy could much fun despite disappointing ending gender bender still decent episode view,1
really really love show always liked show space ghost show hilarious believe cartoon network adult swim would take funny show like air hope put show dvd something show brak space ghost cartoon sgcc cartoon planet life every day life mom dad best friend like drop lot zorak favorite episode one zorak get really good singing voice voice give money zorak made singing another episode like one brak zorak finish homework go back sunday friday goof go back day homework invented go back present homework exist another episode like one brak dad next door neighbor thundercleese robot keep getting agrument get eaten giant worm another episode liked one zorak make bully stand new guy took stand also like lot episode one thing never fails make laugh zorak getting beaten blasted zapped,1
like title thread say impression got movie marlee matlin character always angry cynical pathetic character first date william hurt character dancing dumb tried finish watching movie four time four time fell asleep would keep watching movie one intention beat problem insomnia put sleep sweet dream,0
two reason watching swashbuckler aired danish television yesterday first wanted see gina lollobrigida disappointed looked gorgeous second reading film gotten impression featured absurd humor unlike found philippe de broca film account however sadly disappointed found joke predictable apart witty remark topic war character completely one dimensional also action scene done strangely mechanical uninspired fashion sense drama kept watching end got bored quickly sat waiting scene lollobrigida,0
probably best cinematic depiction life manhattan ad agency pressure perform client agency demand party creativity money cool surface powerful corporate undercurrent br br toss parenthood dustin hoffman br br movie textured deep follows internal relationship try understand live going relationship meryl streep friend becomes friend relationship son br br meryl streep great set record least screen time win oscar sure deliver though,1
ripe one awful indie manages get circulation give indie bad name telling stupidly incongruous tale pubescent twin sister crawl firey car crash kill parent hit road happily shoplifting making goo goo eye guy ending army post dilapidated army would want yeah right apparent attempt coming age flick ripe almost complete loser wanders aimlessly player drift character finally ending clumsily nary shred credibility found anywhere recommended anyone,0
anyone looking episode law order csi would look elsewhere basic element police forensics work totally ignored case br br murder took place police grab year old boy street take witness year old man say guy sure old man thought kid back police car guilty never mind looked nothing like real killer dressed completely differently must shrunk reversed age year changed clothes br br police made absolutely effort admitted forensics evidence questioned witness beat confession year old br br saddest thing compelling look criminal justice system occurred right road jacksonville florida let everyone start talking southern justice,1
brought philip larkin life way worthy greatest performance time one measured popularity show stark portrayal larkins life greatest unrecognized poet era exactly would wanted disdain canker medallion dramatically expose raw beauty intense sadness philip observation relationship mortality lay way seems missed even great philosopher anyone interested profound observation relationship life love death must,1
screenwriter director intended open heart movie musician wanted music succeeded commonplace human situation became original personal immediate personally felt touched situation believe would credit power music combined point view person writing movie without spoiling say moved movie approach living actually cried joy empathy deep emotion long time would love find way show others saw seattle international film festival,1
movie written directed produced intention creating bad movie cult classic might say might hit ever sat watched movie absolutely awful becomes fascinating term fault well every one acting cast nominated worst acting performance award would hard find another film kind production budget contains little value whatsoever whole thing opening scene defies logic dialogue completely unbelievable illogical ditto behaviour general storyline film really mind boggling buffoon boardroom actually made decision spend money piece trash wow,0
greedy sum depth movie rest baloney big budget window dressing movie rotates hiding ball annoyingly revealing much none potentially interesting plot tangent developed yet trite one hashed rehashed excess br br charm dd others pointed schizophrenia device humor woven fabric movie importantly acting enough wooden acting box attract giant mound martian termite br br biggest problem suspending disbelief mess glaring question would technologically superior power capable taking government need testing awful failure movie,0
sunday night waiting advertised movie tv said comedy movie started minute passed minute laugh even fact movie ended get even echance laugh please someone tickle lost minute nothing,0
started good sketch comedy first show good looking forward long run really funny mariah carey imitation take beverly hill featuring hair fight delta burke v william conrad heavy weight battle also good unfortunately following show went downhill relatively quickly writing became uninspired oh predictable show acquired cult following young tenure nothing fresh offered recurring skit boring one example gun family whatever called became weekly feature sketch funny begin let alone regular feature example quick promising start sudden fall,0
favorite christmas special wish would release vhs dvd since rpm got lost cassette made also long gone br br even big john denver fan impressed music mostly traditional favorite muppet spin esp little st nick also contained little known song original br br even though done end show timeless feel hoping find copy soon,1
tried watch adaptation awful torture like performance quite sub par exception ariel fonda way top role handled subtlety studied shakespeare seen many adaptation far worst one ever seen wonder earth someone made film shakespeare beautifully adapted many case one must watch film may suggest drinking game take drink every time go book original idea two drink every time fonda overacts quite drunk short time,0
movie part every around minute long based true story life joe bonanno telling see event notice heard different movie make tied chair till end think possible watch row notice watched row next day row acting movie ok scene awesome general could bather movie acting special effect glamor one show real thing story key movie one look spectacular rambo matrix titanic movie skip one good thing movie follow main story long boring love scene different interrupt something important crime business bonanno,1
know original hey else said feel unutterably silly paying attention hell came movie make important political social issue fallout atmospheric atomic test seem matter joking dismissal concern alarm raised scientist world time,0
excellent documentary still manages shock enlighten unfortunately time changed much since made thus important piece freedom conscious american see,1
number lie people voted film say great deal standing one intuitively insightful comedian late th century know work bill hick alive today imagine would say boy president home state short career remains unrecognized sad situation film rather two film explain first see talent obvious start knew bill hick always say funny also unique film also show quality material challenging many entertainment industry drinking also contributed career problem le evident film second film complete performance never seen heard bill hick wonderful introduction person dark intelligent humor especially due fact topic almost year old yet remain ironically date underlined fact many event took place first president bush br br watching together first biography performance make aware greatly talented young man quickly life passed american medium sometimes act great big homogenizer let make sure nothing provocative nothing interesting result well man said go sleep america government control lifetime least great britian artist recognized talent successful year death people imdb say something film seen hope understand people listening bill hick,1
really say glad knitting sock watching movie would angry wasted hour life acting terrible plot even worse scene meant serious husband laughing loud highly recommend movie people like version mstk,0
repugnant bronson thriller unfortunately technically good gave utterly vile would inconceivable call entertainment far disturbing typical slasher film,0
show great episode one terrible episode hard follow man death house dig cat real gone br br episode couple married peggy ammanda plummer charles stephen shellen first five minute find charles married peggy money two go honeymoon car break dirt road seek refuge old abandon mansion charles soon find secret peggy family br br opinion watch episode expect feeling rest episode first season,0
majored western history student college seeing view world war ii quite discomforting whole completely wrong world war ii graphic bloody affair ever occur world history axis power conducted many crime humanity still view today correct many people forget every german soldier exterminate jewish population every japanese soldier swung samurai sword around flew kamikaze mission every italian soldier fascist soldier axis power normal people like caught terrible conflict happened fighting country loved br br battle stalingrad arguably lethal battle world history casualty sustained course battle film stalingrad follows german platoon leader lieutenant von witzland reassigned eastern front battle soviet stalingrad von witzland act sort main character two men rollo fritzi normal men seem completely unaware happening back germany poland br br film follows course battle film overall bleak come portrayal combat soldier life battle shown numerous gruesome battle intense violence outside battle including firing squad sequence overall battle earliest example know portray loss limb overall face death sequence violence much inspiration saving private ryan battle sequence seem come film br br film aim make german completely innocent everything film several higher ranking officer army portrayed usual view people use evil soldier normal people often speak home film make clear quite quickly german responsible happened holocaust country army entirely oblivious fact genocide taking place film make clear soldier germany army simply fighting cause really understand wished return home rather freezing negative degree temperature russia br br film really show hellish war especially world war ii battle scene shock gritty realism story quite easy follow simply following platoon battle war film expect much happiness seeing leave bit depressed mood seeing life soldier eastern front faced recommended child br br star,1
started watching fay grim idea sequel henry fool latter movie envisioned sequel one arrived quite good assume seen original explain one start fay parker posey living son deadbeat henry thomas jay ryan simon james urbaniak still jail one day son get expelled bringing pornographic toy school ordinary toy hold secret explains much happened first movie secret delf deeper geopolitics syriana br br must say quite impressed hal hartley accomplished maybe one quite reach original quality certainly take good look going world end leaf open possibility another sequel br br also starring jeff goldblum,1
everything movie wrong wrong wrong take mike myers example reached point realize shtick changed since snl day ten year ago cutesy stream consciousness joke voice cat painfully unfunny try way hard weird type comedian cool cat supposed rest movie bad set unbelievably ugly clearly waste million dollar cardboard cut out background building would made sense constructing entire neighborhood main street alec balwin try funny great santini impression end looking sounding incoherent even innapropriate cheesecake moment faux celebrity paris hilton stick mind simply supposed dr seuss story avoid movie cost folk even interesting train wreck hope make horton hears robin williams bad seuss movie starring spasitc comedian trilogy,0
faith mortality viewed lens elderly ashkenazi jewish american gentleman younger african american jewish gentleman waver odds frank talk life unfolded year br br mostel character tailor chronic back problem terminally ill wife belafonte character career hustler never settling regular job fatal car accident leaf odd purgatory must convince mostel renew faith failing along wife health belafonte levine problem still pining girlfriend left behind br br belafonte character leaf film seemingly ending cryptic film suffers somewhat ambiguous ending br br typical hollywood movie ethnic relation person crisis faith worth watching appreciating excellent performance principal actor,1
movie really hoping idea make hashed together ineptitude first avp yet horror requiem far worse could imagined br br hope opening moment film inside predator ship almost breathed sigh relief finally saw predator home world throwaway digital matte painting still nice finally see course human poorly written character referred introduced br br one must wonder seems impossible fox make good film alien predator least supposed filmmaker could done homework br br character set manner would expect worst friday th sequel pizza delivery scene cringe inducing every scene character interaction followed bimbo teen non actor make real film make cheap flick alien predator movie good produced concept remember st alien b movie done movie strause brother really missed opportunity could rectified simply knowing alien predator root alien predator film introduced character part larger group alien refinery worker alien marine alien convict predator film generally follow main hero part unit predator arnold special force predator danny glover police easy see filmmaker franchise started go wrong alien ressurrection pirate something avp explorer gun course avp r teen slasher clichés identify concept idea convict returning small town war vet returning seemed set first blood type action hero like many thing never paid br br film making equally devoid rhyme reason sense forward momentum action small sequence build minuscule level tension interest cut away getting interesting taking audience movie every turn action scene though much ballyhooed trailer darkly lit literally impossible tell going fight scene finally occur basically movie hindered many level bad actor combined poor direction atrocious screenplay screenwriter noticed seemed hit every wrong note cliché untalented writer devoid idea could hashed together writing called even direct video quality demonstrate shred respect established lore previous entry series predalien sudden ability shoot alien embryo pregnant woman throat use incubator chestbursters likely brain dead screenwriter needed way alien predator fight given accelerated growth time even first avp quickly possible must meaningless small talk cardboard cutout stick meaning supposed character substitute real character development remember character defined say sheriff leading civilian cache gun officer law bimbo people know predalien wait predator slowly remove mask attack alien still falling nasty series post alien habit hissing time let prey know run earth series devolve character saying people dying need gun writer even work beyond reflects badly fox already destroyed artistic reputation like everyone involved making film suffered mental impairment really inept every level film making process br br effect pretty lousy time around alien look like men suit adi getting lazy creature design alien look like modified leftover alien resurrection bulky musculature around arm learn movie good design good one recycle everything shrouded state darkness create mystery atmosphere simply hide bad creature look like avp stan winston sorely missed fake looking predator face revealed br br many fault list say waste money movie fox beyond caring fan cheap trashy film clearly evidence felt bad taken girlfriend see though free apologized profusely one die hard fan done franchise br br note fox really wanted mindless slasher flick film adaptation original darkhorse comicbook better anything produced franchise post br br signing,0
nothing really unpredictable movie solid flick respect everything acting cinematography solid perfectly linear plot line anything see coming perhaps tad melodramatic point fairly decent movie none le definitely worth checking doubt film rent weekend give go though may feel like running buying found quite worth,1
thought right blend character plot futuristic stuff special effect without going board take get going acting good intrigued angel hard look like attitude certainly like attempt futuristic story,1
movie collection inexpensive b movie restored fact audio difficult discern first minute br br first seemed like typical haunted house film feel much like forerunner clue murder death house haunted hill etc br br half hour film storyline take really interesting twist go cliché melodrama something entirely different far entertaining initially thought br br check great deal fun even long clip wider shot near lack music score make feel bit creaky today standard,1
classic film noir homage chinatown roman polanski returned theme given greatest hit creepy psychological horror like repulsion rosemary baby deal paranoia claustrophobia generated apartment living br br claustrophobic environment one polanski best creating suffocating confined picture ever created emphasis side wall distant vanishing point greater ever even small number exterior scene sky rarely glimpsed tenant confined spatially also intensity focus protagonist trelkovsky played polanski every scene virtually every shot screen often camera becomes trelkovsky point view course almost everywhere look see reflection staring back mirror br br think film internalisation solitude one character psychological thriller like peeping tom manipulate u feeling sorry mentally ill protagonist others like psycho attempt depth scientific analysis mental condition tenant fit neither category  simply immerses u completely inside trelkovsky experience without demanding actually understand appreciate going inside head feel paranoia obsession even though constantly revealed u irrational br br polanski also master slowly unfolding horror film often horror ambiguity whether actually anything sinister going among effective frightening audience precisely unfold slowly invest much time painstakingly setting situation immerse viewer paranoia much later polanski horror ninth gate bit mess plot wise least still manages achieve creeping sense dread br br rare chance see polanski major role talent front camera good behind absolutely perfect meek trelkovsky another standout performance often overlooked shelley winter concierge actual fact rather stellar cast although many familiar face look place strange gothic european movie also sadly many french actor supporting role atrociously dubbed english language version br br tenant polished le pretentious repulsion lack suspense character make rosemary baby engrossing entertaining tenant good major flaw polanski really top form director among gripping work,1
